txn_id,user_id,amount,merchant,lat,lon,timestamp,is_fraud
6b09900f-7c26-41aa-bab5-b07a1db3e818,70fabe63-5ad1-4d59-be41-a6926ad671ab,372.07,grocery,9.469351,77.418614,2026-03-17T01:35:52.199645,0
42aa18db-c06d-4710-9095-a86e4db86de5,03d1dcbd-e288-4341-99ce-b38894b5f619,20.73,online,8.562171,77.697983,2026-03-17T20:29:16.199645,0
f4a10889-9e6f-4c81-a08e-dbca826cc553,4f5c7328-ed74-45bc-bf59-d1c08c0ac3ba,326.69,online,11.269649,77.661322,2026-03-17T11:19:31.199645,0
bb475b9d-fe3c-4438-b651-ac2ecd086f2b,f7cc546d-d0d5-46f0-8496-5f3afb1c7f0c,380.61,restaurant,8.957956,78.267843,2026-03-17T15:47:35.199645,0
733c2625-f2d3-4718-bd6b-8d8ec42b2226,06a2e471-d099-44ab-91ec-06204c06f989,171.61,restaurant,8.556475,77.290149,2026-03-16T23:28:23.199645,0
701558f7-fade-4f93-bcfd-f72f3307f41a,6d8e3826-c3e1-4059-b540-d416f96108ba,366.22,travel,11.217369,79.919347,2026-03-17T18:35:06.199645,0
0072c026-41b8-4aa5-a0aa-641692b5f999,d7718fea-0be8-4639-9242-d81844d9765f,311.17,pharmacy,13.170241,78.732056,2026-03-17T18:55:18.199645,0
d3c42933-51ca-4a73-9ecf-1655a5e414a8,2d1790de-cd33-4a85-aed7-7ff8a3f8b9a9,387.67,grocery,13.911329,79.565953,2026-03-17T07:36:51.199645,0
9cefa418-4572-49ea-89a6-5330132a55b3,03f5565f-ea8f-47a8-a85c-e59e95ebe0da,417.88,pharmacy,8.975925,78.065812,2026-03-17T11:44:01.199645,0
03f19bc2-9078-48de-b8e5-d8c77ef24dc5,3f0412fc-f989-4760-a4cb-d61a1a5055ca,325.78,pharmacy,11.654786,77.513416,2026-03-17T12:32:27.199645,0
68bfaab9-ec31-49c6-8d49-4fb2a644040e,4f33ca92-892b-4886-9524-bbb9a2ae6465,138.62,electronics,13.552347,79.064486,2026-03-17T09:38:50.199645,0
413982dc-298a-4370-ac3e-b7f323e388aa,00c60470-d6a3-442b-a4f1-a70b4fa6c847,32.69,travel,12.930816,79.415137,2026-03-17T11:42:21.199645,0
bc896ed7-5b6a-4bb1-802e-346fa450b220,fa0aae7b-a031-445e-8cac-e521ff05665d,438.8,travel,9.888067,78.966316,2026-03-16T22:02:55.199645,0
54795693-d3ce-427d-809e-cb853f366c8b,5c866a9b-6a41-4836-a2a7-c79de2c0faa8,74.12,pharmacy,12.469934,78.616932,2026-03-17T00:10:12.199645,0
15a3c77a-2854-40e1-af79-52d8b529c4b9,6d8bd21e-f3ce-44d4-89d1-1a061891ab77,202.7,online,9.315925,79.992613,2026-03-17T03:29:08.199645,0
a8d062c3-a541-42cf-a776-077bde8423f7,4a24aebb-46f9-403c-b170-c1ee2b587026,431.25,pharmacy,8.917048,77.479946,2026-03-17T06:05:01.199645,0
18dae119-58c8-4e18-b48e-09cf759fe66a,f8e4701f-e70d-4882-b34a-e75fa229677f,193.9,online,13.976728,78.587343,2026-03-17T21:02:10.199645,0
3649f27d-1d04-4ed8-ab2e-de64baa72691,1490101e-6774-4dd5-afc3-dc5f96620c80,342.45,pharmacy,11.221822,77.800476,2026-03-17T09:04:07.199645,0
0f6ddf60-f9de-4c96-959c-fbbfe4a10942,9cc6d5b2-5ce7-436a-a0ab-69a0dae42f73,83.29,pharmacy,8.019472,79.166276,2026-03-17T11:51:52.199645,0
e80a44e7-81cb-447c-b0d3-71ffb9a5dae2,06a2e471-d099-44ab-91ec-06204c06f989,93.43,restaurant,13.475767,79.611556,2026-03-16T22:11:26.199645,0
c1c18ad7-d2fe-4c00-aa16-4c358fd06140,f095c84b-cb22-41fe-9b38-add059a9e4a9,80.66,online,12.575065,78.618137,2026-03-17T21:26:00.199645,0
393226ad-8a1a-4321-9ecd-2ecf0d9feca8,739048ec-f0b1-4c49-810a-d2450cb7f3e4,14.64,restaurant,13.574592,79.636166,2026-03-17T12:44:09.199645,0
7f890857-5c71-47a9-94b1-fd0e3b151f9f,fa0aae7b-a031-445e-8cac-e521ff05665d,473.74,grocery,8.513921,78.457971,2026-03-17T02:03:32.199645,0
b64b33d7-9b2c-4b3b-9faf-c0403186b301,18650cb5-c7cb-4e26-841c-6597312b30ca,331.58,online,13.681092,77.495381,2026-03-16T23:22:07.199645,0
6e970578-94c5-4458-8ef0-69d3e54ff2cf,a4c2a455-8954-41a8-84d2-687dfe1f22bc,464.81,pharmacy,12.531591,79.069603,2026-03-17T10:06:17.199645,0
309e7cc5-6857-4578-974e-3f6836cc2fa4,a19c7ae4-5230-4418-a7f2-13f76c185764,326.69,grocery,10.628601,78.552728,2026-03-17T12:25:41.199645,0
f938ff14-4b82-426d-bfab-07a1760da1f1,5333c7e3-4659-4288-8f3d-894f246bcaa1,15.41,grocery,11.323529,78.76532,2026-03-17T18:52:09.199645,0
747e2d33-eb1e-4fc1-9277-22df1acdf15a,28869a0b-d88c-45a3-a103-b583ef4370ff,118.33,grocery,13.43252,79.578906,2026-03-17T02:44:03.199645,0
fa36baec-f1fa-42a7-b054-7cbc93d778f0,a19c7ae4-5230-4418-a7f2-13f76c185764,245.28,online,11.235404,79.170058,2026-03-17T00:28:29.199645,0
124e7b89-20ce-48d9-b09d-45d326f41464,3471b52b-3084-4ce7-9072-a5a575516cfc,404.71,travel,9.142459,77.290792,2026-03-17T08:33:16.199645,0
d50ace24-c25f-4f49-a334-b6f2f529b958,153d2796-ecbb-46a4-8f6f-0eaedf141315,432.6,pharmacy,8.325027,78.960366,2026-03-17T17:52:15.199645,0
2a988917-27ea-4ed5-9426-e04bdc0889af,7c55afb8-4438-42ff-bba7-2ed2030196ee,172.95,electronics,13.170035,77.745969,2026-03-17T01:55:42.199645,0
5deab3c3-0b88-4258-a90f-6f779d6cdf9e,03d1dcbd-e288-4341-99ce-b38894b5f619,95.83,grocery,10.775768,79.623458,2026-03-17T05:19:12.199645,0
e7f1164a-9561-4ad1-86aa-84f7889d456b,99e20bcf-421c-4a13-90b2-8894a1627199,53.46,grocery,11.912869,78.621764,2026-03-17T18:03:30.199645,0
76a057e9-5cb2-4c54-bdd6-a50421b88a61,74816b1b-7d88-451e-af2a-576cc8dbbefa,87.32,travel,10.913847,77.641242,2026-03-17T19:19:09.199645,0
eaf4356e-536a-432b-8c0d-c6a0e7d15aab,0fb98ce4-0698-48c2-8ef9-2b6c77960a43,492.73,travel,9.591218,79.352212,2026-03-17T11:04:06.199645,0
ce0a431c-e1bd-4897-8a2f-6f14007b43c9,a95c8349-7278-41e0-ab65-5c4430d8844b,497.73,electronics,11.33461,79.155225,2026-03-17T14:32:24.199645,0
0d9176c7-4a83-4c1a-8042-dd2a900597ce,a0d7fffb-3cd2-434d-804f-7bc7f3cfde99,291.69,grocery,11.253171,79.243927,2026-03-17T19:37:42.199645,0
3b3892ff-f790-4d7a-81ac-79246bed3d50,8e9b3bf5-8e5d-48f8-825e-34dd31f8a63b,460.1,online,11.186757,77.170639,2026-03-17T18:32:14.199645,0
22e4af33-3e8a-4d9e-98f4-c2b3b4f3525b,137501eb-9bea-4107-b1e9-9643ef232c17,299.54,grocery,12.051275,77.705612,2026-03-17T00:42:46.199645,0
b238c5f2-fa17-4e3d-9960-1bb3019698e6,1497c0dc-50d5-4ae4-855c-8c9dc7148174,24.67,online,8.4919,78.972119,2026-03-17T02:25:12.199645,0
ef8718a1-08cc-45be-a530-98e5e1557c97,d369896f-4cdb-4a75-8142-6e93d160dbd7,106.11,travel,12.297151,77.716058,2026-03-17T16:41:20.199645,0
ecedbaf8-f214-4d86-9751-0adcfee406db,5cb4c209-10d1-4acd-afe5-13b54e57c72d,231.33,grocery,13.57411,79.807203,2026-03-17T04:46:06.199645,0
bd9cd449-9257-4835-b1bd-aa8d04b50ea7,0deefcec-ff85-4262-877c-77114672215e,498.07,restaurant,8.439564,77.639463,2026-03-17T16:37:53.199645,0
cb0a0233-7b40-461d-a1cf-28fa9cc66fc1,137501eb-9bea-4107-b1e9-9643ef232c17,440.24,online,10.217163,77.47324,2026-03-17T10:26:23.199645,0
afe8d65a-a7a0-4d23-8441-f5d2051e20fb,a4f1e4c7-c396-4471-b721-581c33aefb09,266.83,pharmacy,12.007179,78.663807,2026-03-17T17:40:57.199645,0
818a1206-f2d3-4004-a4ad-157ec2874f01,f5a47bbe-f63f-4851-988c-72ce6c783407,135.91,electronics,13.338276,79.22725,2026-03-17T11:32:17.199645,0
563bfef3-51c7-4638-94e7-8a128061509a,70d5b4d5-87cf-4aad-8cfb-ffd94594e441,360.22,restaurant,9.221584,78.902714,2026-03-17T03:03:10.199645,0
d8cf3a06-fef7-463d-85b2-6dc16739d3eb,3994729f-39c5-4e80-9529-2e48ac8f670c,50.69,grocery,10.541455,77.830041,2026-03-17T09:18:35.199645,0
